0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.190729,26.351055,26.569141,27.138083,27.301201,27.322987,27.250401,27.493935,27.33025,27.388393,27.123606,27.232269,26.286869,0,26.269053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.554815,26.845676,28.054081,28.731462,28.917953,29.594395,29.590614,29.488646,29.530167,30.604872,30.106977,30.551048,30.455059,30.828379,31.134178,30.397539,30.21768,29.988873,29.432076,28.944111,28.642162,27.995239,27.789783,26.676718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.145321,27.432041,28.386206,29.056351,29.146299,29.901402,29.855816,31.235167,31.083748,31.122536,32.104485,32.361416,32.460526,32.230839,32.120266,32.718971,32.57967,32.91053,32.986519,32.215027,32.818665,33.034565,32.484333,32.084766,31.931183,31.445461,30.940451,29.836832,29.469784,28.46769,27.56319,26.712622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.533331,27.232269,28.256813,29.266453,30.133678,30.007906,30.909513,31.134178,31.601717,31.899727,32.714985,32.369339,33.018543,32.894543,32.846607,33.396095,35.874035,33.291431,34.268414,33.804352,34.395206,33.885517,34.641338,34.325642,34.235737,34.391109,34.37883,34.8307,33.966789,34.129646,32.990524,32.512127,32.139996,30.998503,30.190939,28.582706,27.196024,26.140947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.272615,26.921335,27.940134,28.712847,29.549049,30.897915,31.429859,31.103138,32.151836,31.746616,32.607506,33.154839,33.082645,33.492863,33.541302,33.650433,33.844921,33.57766,34.526356,33.946461,34.346096,34.325642,34.612576,35.169666,34.826576,34.855438,35.041306,34.933849,35.206982,34.880188,35.42717,35.148945,35.4688,35.285828,35.443817,34.768887,33.492863,32.858589,31.723095,31.07987,29.319099,28.02833,26.630075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.21208,27.293941,28.616142,29.776127,30.267372,30.882456,31.699583,31.935118,32.547874,32.305984,32.551849,33.363873,33.375954,33.605949,34.186749,34.194912,34.003395,34.011532,34.51405,34.166351,34.921463,34.880188,34.826576,34.612576,35.211128,35.802826,35.227722,35.485458,36.172283,36.07972,36.130192,36.497307,36.168072,36.374702,36.531166,36.446545,36.109158,36.421181,36.083923,35.903378,34.723598,34.064453,32.663212,31.92725,30.11842,28.242044,26.809683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.315388,27.410213,28.138771,29.469784,30.340078,31.605627,32.294113,32.440689,32.942513,33.098679,33.52919,33.058601,33.094669,33.634254,33.918015,33.561497,34.346096,34.616684,34.579716,34.616684,34.657784,34.83482,35.485458,35.248466,34.971024,35.298286,35.664829,35.894993,35.786083,36.067108,36.10495,36.27763,36.552341,37.036972,36.913345,36.858002,36.998581,36.819717,37.499443,37.982506,37.697414,38.286221,37.469368,36.159653,35.568825,34.954498,33.767864,32.329735,30.666445,28.712847,27.188778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.002504,27.159803,28.401012,29.228878,30.501114,31.087626,32.029591,32.718971,32.786743,33.351791,33.57362,34.53046,33.840866,33.432365,33.983055,34.198994,33.804352,34.243904,34.563293,34.71537,35.277523,34.678345,35.294136,36.5354,35.61055,35.389725,36.117569,36.501537,36.378925,36.510002,36.433861,36.455002,36.998581,36.353588,37.744843,37.822529,37.568233,37.52523,37.857086,38.386318,38.299267,38.8452,38.972492,38.718143,38.770691,38.560757,37.991161,37.302063,36.811211,35.723339,34.158192,32.707016,30.654894,28.452866,26.888897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
